Node A,Node B,Jaccard Coefficient,ID_A,Ideology_A,Decade_A,In_PIRUS_A,ID_B,Ideology_B,Decade_B,In_PIRUS_B,Connection Type
1015,1010,0.07142857142857142,1015,Jihadist,2000s,Yes,1010,Jihadist,2000s,Yes,Internal
6405,6132,0.2,6405,Jihadist,2010s,Yes,6132,Jihadist,2010s,Yes,Internal
6405,6140,0.3888888888888889,6405,Jihadist,2010s,Yes,6140,Jihadist,2010s,Yes,Internal
6405,7107,0.0625,6405,Jihadist,2010s,Yes,7107,Jihadist,2010s,No,Internal
6405,6095,0.7692307692307693,6405,Jihadist,2010s,Yes,6095,Jihadist,2010s,Yes,Internal
6405,7082,0.06666666666666667,6405,Jihadist,2010s,Yes,7082,Jihadist,2010s,No,Internal
6405,6336,0.16666666666666666,6405,Jihadist,2010s,Yes,6336,Jihadist,2010s,Yes,Internal
6405,1115,0.043478260869565216,6405,Jihadist,2010s,Yes,1115,Jihadist,2010s,Yes,Internal
6405,6171,0.8333333333333334,6405,Jihadist,2010s,Yes,6171,Jihadist,2010s,Yes,Internal
6405,9406,0.10526315789473684,6405,Jihadist,2010s,Yes,9406,Jihadist,2010s,Yes,Internal
6405,6137,0.08333333333333333,6405,Jihadist,2010s,Yes,6137,Jihadist,2010s,Yes,Internal
6405,6093,0.07692307692307693,6405,Jihadist,2010s,Yes,6093,Jihadist,2010s,Yes,Internal
6405,7108,0.0625,6405,Jihadist,2010s,Yes,7108,Jihadist,2010s,No,Internal
6405,1121,0.03571428571428571,6405,Jihadist,2010s,Yes,1121,Jihadist,2000s,Yes,Internal
6405,6365,0.0625,6405,Jihadist,2010s,Yes,6365,Jihadist,2010s,No,Internal
6405,CO0007,0.06666666666666667,6405,Jihadist,2010s,Yes,CO0007,Jihadist,2010s,No,Internal
3425,3962,1.0,3425,White Supremacist/Xenophobic,2000s,No,3962,White Supremacist/Xenophobic,2000s,Yes,Internal
8209,8208,1.0,8209,White Supremacist/Xenophobic,1960s,No,8208,White Supremacist/Xenophobic,1960s,No,Internal
8209,8207,1.0,8209,White Supremacist/Xenophobic,1960s,No,8207,White Supremacist/Xenophobic,1960s,No,Internal
8209,5793,0.5,8209,White Supremacist/Xenophobic,1960s,No,5793,White Supremacist/Xenophobic,1960s,Yes,Internal
8209,5788,0.1,8209,White Supremacist/Xenophobic,1960s,No,5788,White Supremacist/Xenophobic,1960s,Yes,Internal
8209,5027,0.3333333333333333,8209,White Supremacist/Xenophobic,1960s,No,5027,White Supremacist/Xenophobic,1960s,Yes,Internal
8209,5800,0.5,8209,White Supremacist/Xenophobic,1960s,No,5800,White Supremacist/Xenophobic,1960s,No,Internal
8209,5820,0.2,8209,White Supremacist/Xenophobic,1960s,No,5820,White Supremacist/Xenophobic,1960s,No,Internal
10330,12616,0.14285714285714285,10330,White Supremacist/Xenophobic,2020s,Yes,12616,White Supremacist/Xenophobic,2020s,No,Internal
10330,10505,0.14285714285714285,10330,White Supremacist/Xenophobic,2020s,Yes,10505,White Supremacist/Xenophobic,2020s,Yes,Internal
3119,7907,0.05555555555555555,3119,Environmental/Animal Rights,2000s,Yes,7907,Environmental/Animal Rights,2000s,No,Internal
3119,3077,0.05555555555555555,3119,Environmental/Animal Rights,2000s,Yes,3077,Environmental/Animal Rights,2000s,Yes,Internal
3119,4208,0.05555555555555555,3119,Environmental/Animal Rights,2000s,Yes,4208,Environmental/Animal Rights,2000s,Yes,Internal
3119,3014,0.0625,3119,Environmental/Animal Rights,2000s,Yes,3014,Environmental/Animal Rights,1990s,No,Internal
3119,3064,0.05555555555555555,3119,Environmental/Animal Rights,2000s,Yes,3064,Environmental/Animal Rights,2000s,Yes,Internal
3119,3066,0.26666666666666666,3119,Environmental/Animal Rights,2000s,Yes,3066,Environmental/Animal Rights,2000s,Yes,Internal
3119,3088,0.7333333333333333,3119,Environmental/Animal Rights,2000s,Yes,3088,Environmental/Animal Rights,1990s,Yes,Internal
10201,10218,0.1111111111111111,10201,White Supremacist/Xenophobic,2020s,Yes,10218,White Supremacist/Xenophobic,2020s,Yes,Internal
10201,12128,0.16666666666666666,10201,White Supremacist/Xenophobic,2020s,Yes,12128,White Supremacist/Xenophobic,2020s,Yes,Internal
10201,10165,0.14285714285714285,10201,White Supremacist/Xenophobic,2020s,Yes,10165,White Supremacist/Xenophobic,2020s,Yes,Internal
10201,10247,0.14285714285714285,10201,White Supremacist/Xenophobic,2020s,Yes,10247,White Supremacist/Xenophobic,2020s,Yes,Internal
5854,2003,0.09090909090909091,5854,Jihadist,2000s,Yes,2003,Jihadist,2010s,Yes,Internal
5854,2050,0.1,5854,Jihadist,2000s,Yes,2050,Jihadist,2000s,Yes,Internal
5854,1138,0.125,5854,Jihadist,2000s,Yes,1138,Jihadist,2000s,No,Internal
5854,1106,0.07142857142857142,5854,Jihadist,2000s,Yes,1106,Jihadist,2000s,Yes,Internal
5854,1000,0.07692307692307693,5854,Jihadist,2000s,Yes,1000,Jihadist,2000s,Yes,Internal
5854,2002,0.09090909090909091,5854,Jihadist,2000s,Yes,2002,Jihadist,2010s,Yes,Internal
10385,10127,0.16666666666666666,10385,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10127,Conspiracy Theory,2020s,Yes,External
3577,3385,0.3333333333333333,3577,White Supremacist/Xenophobic,2000s,Yes,3385,White Supremacist/Xenophobic,2000s,No,Internal
3577,3402,0.25,3577,White Supremacist/Xenophobic,2000s,Yes,3402,White Supremacist/Xenophobic,2000s,No,Internal
3577,5347,0.16666666666666666,3577,White Supremacist/Xenophobic,2000s,Yes,5347,White Supremacist/Xenophobic,2000s,Yes,Internal
3577,3781,0.2,3577,White Supremacist/Xenophobic,2000s,Yes,3781,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,External
3577,7421,0.3333333333333333,3577,White Supremacist/Xenophobic,2000s,Yes,7421,White Supremacist/Xenophobic,2000s,No,Internal
3577,5252,0.3333333333333333,3577,White Supremacist/Xenophobic,2000s,Yes,5252,White Supremacist/Xenophobic,2000s,No,Internal
3577,5427,0.3333333333333333,3577,White Supremacist/Xenophobic,2000s,Yes,5427,White Supremacist/Xenophobic,2000s,No,Internal
3577,3488,0.25,3577,White Supremacist/Xenophobic,2000s,Yes,3488,White Supremacist/Xenophobic,2000s,No,Internal
5172,5049,0.5,5172,White Supremacist/Xenophobic,1980s,No,5049,White Supremacist/Xenophobic,1980s,No,Internal
5172,3889,0.25,5172,White Supremacist/Xenophobic,1980s,No,3889,White Supremacist/Xenophobic,1970s,Yes,Internal
CO0017,CO0016,0.5,CO0017,Jihadist,2020s,No,CO0016,Jihadist,2020s,No,Internal
7267,4115,0.07692307692307693,7267,White Supremacist/Xenophobic,1990s,No,4115,White Supremacist/Xenophobic,1990s,Yes,Internal
7296,7206,0.5,7296,White Supremacist/Xenophobic,2000s,No,7206,White Supremacist/Xenophobic,2000s,No,Internal
7296,3694,0.21428571428571427,7296,White Supremacist/Xenophobic,2000s,No,3694,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,3774,0.25,7296,White Supremacist/Xenophobic,2000s,No,3774,White Supremacist/Xenophobic,2000s,No,Internal
7296,3685,0.2,7296,White Supremacist/Xenophobic,2000s,No,3685,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,3777,0.25,7296,White Supremacist/Xenophobic,2000s,No,3777,White Supremacist/Xenophobic,2000s,No,Internal
7296,3674,0.23076923076923078,7296,White Supremacist/Xenophobic,2000s,No,3674,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,3659,0.21428571428571427,7296,White Supremacist/Xenophobic,2000s,No,3659,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,4127,0.25,7296,White Supremacist/Xenophobic,2000s,No,4127,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,3776,0.23076923076923078,7296,White Supremacist/Xenophobic,2000s,No,3776,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,7207,1.0,7296,White Supremacist/Xenophobic,2000s,No,7207,White Supremacist/Xenophobic,2000s,No,Internal
7296,3626,0.21428571428571427,7296,White Supremacist/Xenophobic,2000s,No,3626,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,3714,0.21428571428571427,7296,White Supremacist/Xenophobic,2000s,No,3714,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,3779,0.25,7296,White Supremacist/Xenophobic,2000s,No,3779,White Supremacist/Xenophobic,2000s,No,Internal
7296,3709,0.21428571428571427,7296,White Supremacist/Xenophobic,2000s,No,3709,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,7209,0.3333333333333333,7296,White Supremacist/Xenophobic,2000s,No,7209,White Supremacist/Xenophobic,2000s,No,Internal
7296,3644,0.2727272727272727,7296,White Supremacist/Xenophobic,2000s,No,3644,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,5419,0.6666666666666666,7296,White Supremacist/Xenophobic,2000s,No,5419,White Supremacist/Xenophobic,2000s,Yes,Internal
7296,8015,0.6666666666666666,7296,White Supremacist/Xenophobic,2000s,No,8015,White Supremacist/Xenophobic,1990s,No,Internal
9443,1007,0.25,9443,Jihadist,1990s,No,1007,Jihadist,1990s,No,Internal
6132,6140,0.15,6132,Jihadist,2010s,Yes,6140,Jihadist,2010s,Yes,Internal
6132,6336,0.09090909090909091,6132,Jihadist,2010s,Yes,6336,Jihadist,2010s,Yes,Internal
6132,1115,0.1,6132,Jihadist,2010s,Yes,1115,Jihadist,2010s,Yes,Internal
6132,6074,0.2631578947368421,6132,Jihadist,2010s,Yes,6074,Jihadist,2010s,Yes,Internal
6132,1112,0.05555555555555555,6132,Jihadist,2010s,Yes,1112,Jihadist,2000s,Yes,Internal
6132,1116,0.058823529411764705,6132,Jihadist,2010s,Yes,1116,Jihadist,2000s,Yes,Internal
6132,6156,0.3333333333333333,6132,Jihadist,2010s,Yes,6156,Jihadist,2010s,Yes,Internal
6132,6155,0.3125,6132,Jihadist,2010s,Yes,6155,Jihadist,2010s,Yes,Internal
6132,1114,0.0625,6132,Jihadist,2010s,Yes,1114,Jihadist,2000s,Yes,Internal
6132,1117,0.0625,6132,Jihadist,2010s,Yes,1117,Jihadist,2000s,Yes,Internal
6132,6412,0.22727272727272727,6132,Jihadist,2010s,Yes,6412,Jihadist,2010s,Yes,Internal
6132,1118,0.05555555555555555,6132,Jihadist,2010s,Yes,1118,Jihadist,2000s,Yes,Internal
6132,6152,0.3333333333333333,6132,Jihadist,2010s,Yes,6152,Jihadist,2010s,Yes,Internal
6132,6154,0.3125,6132,Jihadist,2010s,Yes,6154,Jihadist,2010s,Yes,Internal
6132,2057,0.03225806451612903,6132,Jihadist,2010s,Yes,2057,Jihadist,2000s,Yes,Internal
6132,6075,0.3125,6132,Jihadist,2010s,Yes,6075,Jihadist,2010s,Yes,Internal
5951,8206,0.2,5951,Black Nationalist/Separatist,1960s,Yes,8206,Anarchist/Anti-Capitalist,1960s,No,External
5951,7357,0.16666666666666666,5951,Black Nationalist/Separatist,1960s,Yes,7357,Anarchist/Anti-Capitalist,1970s,No,External
5951,5607,0.2,5951,Black Nationalist/Separatist,1960s,Yes,5607,Anarchist/Anti-Capitalist,1970s,Yes,External
5951,5532,0.07692307692307693,5951,Black Nationalist/Separatist,1960s,Yes,5532,Anarchist/Anti-Capitalist,1980s,Yes,External
5951,7356,0.16666666666666666,5951,Black Nationalist/Separatist,1960s,Yes,7356,Anarchist/Anti-Capitalist,1970s,No,External
5951,5564,0.1111111111111111,5951,Black Nationalist/Separatist,1960s,Yes,5564,Anarchist/Anti-Capitalist,1970s,Yes,External
5951,4570,0.2,5951,Black Nationalist/Separatist,1960s,Yes,4570,Anarchist/Anti-Capitalist,1960s,Yes,External
2251,1019,0.16666666666666666,2251,Jihadist,2000s,Yes,1019,Jihadist,2000s,Yes,Internal
8406,6466,0.125,8406,Environmental/Animal Rights,2000s,No,6466,Environmental/Animal Rights,2010s,Yes,Internal
8406,6468,0.125,8406,Environmental/Animal Rights,2000s,No,6468,Environmental/Animal Rights,2010s,Yes,Internal
8406,6469,0.047619047619047616,8406,Environmental/Animal Rights,2000s,No,6469,Environmental/Animal Rights,2010s,Yes,Internal
8406,8250,0.05263157894736842,8406,Environmental/Animal Rights,2000s,No,8250,Environmental/Animal Rights,2010s,No,Internal
8206,5947,0.2,8206,Anarchist/Anti-Capitalist,1960s,No,5947,Black Nationalist/Separatist,1960s,Yes,External
8206,5532,0.1111111111111111,8206,Anarchist/Anti-Capitalist,1960s,No,5532,Anarchist/Anti-Capitalist,1980s,Yes,Internal
8206,4533,0.125,8206,Anarchist/Anti-Capitalist,1960s,No,4533,Anarchist/Anti-Capitalist,1970s,Yes,Internal
8206,4546,0.16666666666666666,8206,Anarchist/Anti-Capitalist,1960s,No,4546,Black Nationalist/Separatist,1960s,No,External
8206,4701,0.16666666666666666,8206,Anarchist/Anti-Capitalist,1960s,No,4701,Anarchist/Anti-Capitalist,1960s,No,Internal
1006,4643,0.5882352941176471,1006,Jihadist,1990s,Yes,4643,Jihadist,1990s,No,Internal
1006,9439,0.5882352941176471,1006,Jihadist,1990s,Yes,9439,Jihadist,1990s,No,Internal
1006,8278,0.5882352941176471,1006,Jihadist,1990s,Yes,8278,Jihadist,1990s,No,Internal
10619,10217,0.09090909090909091,10619,White Supremacist/Xenophobic,2020s,Yes,10217,White Supremacist/Xenophobic,2020s,Yes,Internal
10619,12128,0.1,10619,White Supremacist/Xenophobic,2020s,Yes,12128,White Supremacist/Xenophobic,2020s,Yes,Internal
10619,10165,0.09090909090909091,10619,White Supremacist/Xenophobic,2020s,Yes,10165,White Supremacist/Xenophobic,2020s,Yes,Internal
10619,10247,0.09090909090909091,10619,White Supremacist/Xenophobic,2020s,Yes,10247,White Supremacist/Xenophobic,2020s,Yes,Internal
5814,5036,0.17647058823529413,5814,White Supremacist/Xenophobic,1960s,Yes,5036,White Supremacist/Xenophobic,1960s,Yes,Internal
5814,5038,0.05263157894736842,5814,White Supremacist/Xenophobic,1960s,Yes,5038,White Supremacist/Xenophobic,1960s,Yes,Internal
5814,5791,0.05555555555555555,5814,White Supremacist/Xenophobic,1960s,Yes,5791,White Supremacist/Xenophobic,1960s,No,Internal
5814,4445,0.04,5814,White Supremacist/Xenophobic,1960s,Yes,4445,White Supremacist/Xenophobic,1980s,Yes,Internal
10333,12148,0.14285714285714285,10333,White Supremacist/Xenophobic,2020s,Yes,12148,White Supremacist/Xenophobic,2020s,Yes,Internal
12148,10209,0.14285714285714285,12148,White Supremacist/Xenophobic,2020s,Yes,10209,White Supremacist/Xenophobic,2020s,Yes,Internal
12148,10331,0.14285714285714285,12148,White Supremacist/Xenophobic,2020s,Yes,10331,White Supremacist/Xenophobic,2020s,Yes,Internal
12148,10194,0.14285714285714285,12148,White Supremacist/Xenophobic,2020s,Yes,10194,White Supremacist/Xenophobic,2020s,Yes,Internal
12148,10332,0.14285714285714285,12148,White Supremacist/Xenophobic,2020s,Yes,10332,White Supremacist/Xenophobic,2020s,Yes,Internal
8798,6955,1.0,8798,White Supremacist/Xenophobic,2010s,No,6955,White Supremacist/Xenophobic,2010s,No,Internal
CO0021,CO0020,1.0,CO0021,Jihadist,2010s,No,CO0020,Jihadist,2010s,No,Internal
CO0021,CO0018,1.0,CO0021,Jihadist,2010s,No,CO0018,Jihadist,2010s,No,Internal
CO0021,CO0019,1.0,CO0021,Jihadist,2010s,No,CO0019,Jihadist,2010s,No,Internal
4455,7616,0.2,4455,White Supremacist/Xenophobic,1980s,Yes,7616,White Supremacist/Xenophobic,1980s,No,Internal
4455,4469,0.4,4455,White Supremacist/Xenophobic,1980s,Yes,4469,White Supremacist/Xenophobic,1980s,No,Internal
4455,7617,0.4,4455,White Supremacist/Xenophobic,1980s,Yes,7617,White Supremacist/Xenophobic,1980s,No,Internal
5766,5721,0.1111111111111111,5766,Other,1970s,Yes,5721,Other,1970s,Yes,Internal
5766,5710,0.1111111111111111,5766,Other,1970s,Yes,5710,Other,1970s,No,Internal
5766,5739,0.06666666666666667,5766,Other,1970s,Yes,5739,Other,1970s,Yes,Internal
5766,5738,0.15384615384615385,5766,Other,1970s,Yes,5738,Other,1970s,Yes,Internal
5766,5703,0.07142857142857142,5766,Other,1970s,Yes,5703,Other,1970s,Yes,Internal
5766,5769,0.07692307692307693,5766,Other,1970s,Yes,5769,Other,1970s,Yes,Internal
5766,5709,0.07692307692307693,5766,Other,1970s,Yes,5709,Other,1970s,No,Internal
5766,1981,0.07142857142857142,5766,Other,1970s,Yes,1981,Other,1970s,No,Internal
5766,2265,0.07142857142857142,5766,Other,1970s,Yes,2265,Other,1970s,No,Internal
5766,5722,0.1111111111111111,5766,Other,1970s,Yes,5722,Other,1970s,Yes,Internal
5766,5689,0.07692307692307693,5766,Other,1970s,Yes,5689,Other,1970s,Yes,Internal
5766,5726,0.1,5766,Other,1970s,Yes,5726,Other,1970s,Yes,Internal
4843,5908,0.125,4843,Other,1950s,Yes,5908,Other,1980s,Yes,Internal
4843,5906,0.0625,4843,Other,1950s,Yes,5906,Other,1980s,Yes,Internal
4843,5135,0.05263157894736842,4843,Other,1950s,Yes,5135,Other,1980s,Yes,Internal
4843,5122,0.0625,4843,Other,1950s,Yes,5122,Other,1980s,No,Internal
4843,5055,0.05,4843,Other,1950s,Yes,5055,Other,1980s,Yes,Internal
4843,4793,0.05263157894736842,4843,Other,1950s,Yes,4793,Other,1980s,Yes,Internal
4843,4982,0.09090909090909091,4843,Other,1950s,Yes,4982,Other,1980s,Yes,Internal
4843,4841,0.3333333333333333,4843,Other,1950s,Yes,4841,Other,1950s,Yes,Internal
4843,5046,0.05,4843,Other,1950s,Yes,5046,Other,1980s,Yes,Internal
6608,9407,1.0,6608,Jihadist,2010s,No,9407,Jihadist,2010s,Yes,Internal
3127,10995,0.3333333333333333,3127,White Supremacist/Xenophobic,2000s,Yes,10995,White Supremacist/Xenophobic,1990s,No,Internal
3127,10996,0.3333333333333333,3127,White Supremacist/Xenophobic,2000s,Yes,10996,White Supremacist/Xenophobic,1990s,No,Internal
5822,8068,0.3333333333333333,5822,White Supremacist/Xenophobic,1980s,Yes,8068,White Supremacist/Xenophobic,1980s,No,Internal
5822,8164,0.6666666666666666,5822,White Supremacist/Xenophobic,1980s,Yes,8164,White Supremacist/Xenophobic,1980s,No,Internal
5822,5812,0.3333333333333333,5822,White Supremacist/Xenophobic,1980s,Yes,5812,White Supremacist/Xenophobic,1990s,Yes,Internal
5049,3889,0.3333333333333333,5049,White Supremacist/Xenophobic,1980s,No,3889,White Supremacist/Xenophobic,1970s,Yes,Internal
5049,5067,0.5,5049,White Supremacist/Xenophobic,1980s,No,5067,White Supremacist/Xenophobic,1980s,Yes,Internal
7907,3101,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3101,Environmental/Animal Rights,2000s,Yes,Internal
7907,4166,0.05555555555555555,7907,Environmental/Animal Rights,2000s,No,4166,Environmental/Animal Rights,2000s,Yes,Internal
7907,3113,0.05555555555555555,7907,Environmental/Animal Rights,2000s,No,3113,Environmental/Animal Rights,1990s,No,Internal
7907,3062,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3062,Environmental/Animal Rights,2000s,Yes,Internal
7907,3090,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3090,Environmental/Animal Rights,2000s,Yes,Internal
7907,3087,0.05555555555555555,7907,Environmental/Animal Rights,2000s,No,3087,Environmental/Animal Rights,2000s,Yes,Internal
7907,3115,0.05555555555555555,7907,Environmental/Animal Rights,2000s,No,3115,Environmental/Animal Rights,1990s,No,Internal
7907,3086,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3086,Environmental/Animal Rights,2000s,Yes,Internal
7907,3058,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3058,Environmental/Animal Rights,1990s,Yes,Internal
7907,3102,0.05555555555555555,7907,Environmental/Animal Rights,2000s,No,3102,Environmental/Animal Rights,2000s,Yes,Internal
7907,3104,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3104,Environmental/Animal Rights,2000s,Yes,Internal
7907,3098,0.05263157894736842,7907,Environmental/Animal Rights,2000s,No,3098,Environmental/Animal Rights,2000s,Yes,Internal
7907,3070,0.058823529411764705,7907,Environmental/Animal Rights,2000s,No,3070,Environmental/Animal Rights,2000s,No,Internal
7907,3088,0.07142857142857142,7907,Environmental/Animal Rights,2000s,No,3088,Environmental/Animal Rights,1990s,Yes,Internal
4428,4461,0.03571428571428571,4428,White Supremacist/Xenophobic,1980s,Yes,4461,White Supremacist/Xenophobic,1960s,Yes,Internal
CO0031 ,5828,0.16666666666666666,,,,,5828,White Supremacist/Xenophobic,1950s,Yes,External
CO0031 ,CO0030 ,0.5,,,,,,,,,External
CO0031 ,CO0029 ,0.3333333333333333,,,,,,,,,External
CO0031 ,CO0027 ,0.2,,,,,,,,,External
CO0031 ,CO0028 ,0.25,,,,,,,,,External
8654,5378,0.045454545454545456,8654,White Supremacist/Xenophobic,2010s,Yes,5378,White Supremacist/Xenophobic,1980s,Yes,Internal
8654,4075,0.05,8654,White Supremacist/Xenophobic,2010s,Yes,4075,White Supremacist/Xenophobic,1980s,Yes,Internal
3316,3263,0.5,,,,,3263,Anti-Abortion,1980s,Yes,External
3316,3325,0.25,,,,,3325,Anti-Abortion,1980s,No,External
3316,3318,0.25,,,,,3318,Anti-Abortion,1990s,Yes,External
6395,8264,1.0,6395,Black Nationalist/Separatist,2010s,Yes,8264,Black Nationalist/Separatist,2010s,No,Internal
6395,8263,1.0,6395,Black Nationalist/Separatist,2010s,Yes,8263,Black Nationalist/Separatist,2010s,No,Internal
8253,6466,0.06666666666666667,8253,Environmental/Animal Rights,2010s,No,6466,Environmental/Animal Rights,2010s,Yes,Internal
8253,6467,0.09523809523809523,8253,Environmental/Animal Rights,2010s,No,6467,Environmental/Animal Rights,2000s,Yes,Internal
8253,6468,0.06666666666666667,8253,Environmental/Animal Rights,2010s,No,6468,Environmental/Animal Rights,2010s,Yes,Internal
10957,9153,1.0,10957,Jihadist,2000s,No,9153,Jihadist,2000s,No,Internal
10957,9038,1.0,10957,Jihadist,2000s,No,9038,Jihadist,2000s,No,Internal
5731,2335,0.5,5731,Other,1970s,Yes,2335,Other,1970s,No,Internal
4057,3400,0.5,4057,White Supremacist/Xenophobic,2000s,Yes,3400,White Supremacist/Xenophobic,1990s,Yes,Internal
4057,8107,1.0,4057,White Supremacist/Xenophobic,2000s,Yes,8107,White Supremacist/Xenophobic,2000s,No,Internal
4694,1019,0.25,4694,Jihadist,2000s,No,1019,Jihadist,2000s,Yes,Internal
4694,4693,1.0,4694,Jihadist,2000s,No,4693,Jihadist,2000s,No,Internal
12204,10854,0.3333333333333333,12204,White Supremacist/Xenophobic,2020s,No,10854,White Supremacist/Xenophobic,2020s,Yes,Internal
5963,5952,0.35714285714285715,5963,Anarchist/Anti-Capitalist,1970s,Yes,5952,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5963,5934,0.11764705882352941,5963,Anarchist/Anti-Capitalist,1970s,Yes,5934,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5963,5962,0.25,5963,Anarchist/Anti-Capitalist,1970s,Yes,5962,Anarchist/Anti-Capitalist,1970s,No,Internal
5963,5954,0.75,5963,Anarchist/Anti-Capitalist,1970s,Yes,5954,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5963,5940,0.6666666666666666,5963,Anarchist/Anti-Capitalist,1970s,Yes,5940,Anarchist/Anti-Capitalist,1970s,Yes,Internal
5963,5961,0.35714285714285715,5963,Anarchist/Anti-Capitalist,1970s,Yes,5961,Anarchist/Anti-Capitalist,1970s,Yes,Internal
